Id,Sentiment,Instagram Comment Text,cleaned_text,normalized_text,final_text
190,negative,"Ya pandangan Tuhan terhadap lo juga jelek sih gue rasa, dikira perebut suami orang tuh mulia apa dimata Tuhan?????????",ya pandangan tuhan terhadap lo juga jelek sih gue rasa dikira perebut suami orang tuh mulia apa dimata tuhan,ya pandangan tuhan terhadap kamu juga jelek sih gue rasa dikira perebut suami orang tuh mulia apa dimata tuhan,pandang tuhan kamu jelek sih gue rasa kira rebut suami orang tuh mulia apa mata tuhan
191,negative,"Karna sejatinya kau adalah setan berwujud manusia ,,karna pekerjaan setan ya menggoda manusia ????",karna sejatinya kau adalah setan berwujud manusia karna pekerjaan setan ya menggoda manusia,karna sejatinya kau adalah setan berwujud manusia karna pekerjaan setan ya menggoda manusia,karna sejati kau setan wujud manusia karna kerja setan goda manusia
192,negative,Pernah ngga mba  <USERNAME> baca ada netizen yg nyesel ga bs nimpuk telor ke si mulan..gw aja ketawa bacanya krn terwakili. Ya ngapain buang2 wktu ketemu orang gak mutu dng si mulan...msh untung nyempet2in bs nuli? disini biar nyadar tuh pelakor ga punya harga diri. Mending ketemu org baik2 spt bunmai...ketularan aura positifnya.,pernah ngga mba baca ada netizen yg nyesel ga bs nimpuk telor ke si mulan gw aja ketawa bacanya krn terwakili ya ngapain buang wktu ketemu orang gak mutu dng si mulan msh untung nyempetin bs nuli disini biar nyadar tuh pelakor ga punya harga diri mending ketemu org baik spt bunmai ketularan aura positifnya,pernah ngga mba baca ada netizen yang nyesel tidak bs nimpuk telor ke si mulan saya saja ketawa bacanya krn terwakili ya ngapain buang wktu ketemu orang tidak mutu dng si mulan msh untung nyempetin bs nuli disini biar nyadar tuh pelakor tidak punya harga diri mending ketemu org baik spt bunmai ketularan aura positifnya,pernah ngga mba baca netizen nyesel bs nimpuk telor si mulan saja ketawa baca krn wakil ngapain buang wktu ketemu orang mutu dng si mulan msh untung nyempetin bs nuli sini biar nyadar tuh pelakor punya harga diri mending ketemu org baik spt bunmai tular aura positif
193,negative,Editanx paraaaahh...oplas aj laaah nyai drpd ngedit2 gn hahaa kn maluuu,editanx paraaaahh oplas aj laaah nyai drpd ngedit gn hahaa kn maluuu,editanx paraaaahh oplas aj laaah nyai drpd ngedit gn hahaa kn maluuu,editanx paraaaahh oplas aj laaah nyai drpd ngedit gn hahaa kn maluuu
194,negative,"jelek,lecek,bantet ??????",jelek lecek bantet,jelek lecek bantet,jelek lecek bantet
195,negative,Gini amat pengen tenar ya ampuuun...malu kalo jadi anaknya yah kasian,gini amat pengen tenar ya ampuuun malu kalo jadi anaknya yah kasian,gini amat pengen tenar ya ampuuun malu kalo jadi anaknya yah kasian,gin ken tenar ampuuun malu kalo jadi anak yah kasi
196,negative,"Heran gw mak  <USERNAME> knp dia masih aja di pake ma AN*V di pesbu**r. Kasus ny bederet, skandal bertubi2.... Gk ada malu ny ?? muka tembok ?? sangat gak ada faedah ny nonton acara yg ada si manusia kardus ini ??",heran gw mak knp dia masih aja di pake ma an v di pesbu r kasus ny bederet skandal bertubi gk ada malu ny muka tembok sangat gak ada faedah ny nonton acara yg ada si manusia kardus ini,heran saya mak knp dia masih saja di pake ma an v di pesbu r kasus ny bederet skandal bertubi gk ada malu ny muka tembok sangat tidak ada faedah ny nonton acara yang ada si manusia kardus ini,heran mak knp masih pake ma an v di pesbu r kasus ny bederet skandal tubi gk malu ny muka tembok sangat ada faedah ny nonton acara ada si manusia kardus
197,negative,"wey org goblok juga bisa bedain vape, shisha sm rokok. jelas jelas lo ngerokok pake acara ga ngaku segala",wey org goblok juga bisa bedain vape shisha sm rokok jelas jelas lo ngerokok pake acara ga ngaku segala,wey org goblok juga bisa bedain vape shisha sm rokok jelas jelas kamu ngerokok pake acara tidak ngaku segala,wey org goblok bisa bedain vape shisha sm rokok jelas jelas kamu ngerokok pake acara ngaku segala
198,negative,Jijik saya liatnya...kaya ulet bulu kluget2 gitu...hihihi..ampe sgitunya pengen terkenal...!!,jijik saya liatnya kaya ulet bulu kluget gitu hihihi ampe sgitunya pengen terkenal,jijik saya liatnya kaya ulet bulu kluget gitu hihihi ampe sgitunya pengen terkenal,jijik liat kaya ulet bulu kluget gitu hihihi ampe sgitunya ken kenal
199,negative,Jablay anjir mukanya... Murahan bangetttt najisss,jablay anjir mukanya murahan bangetttt najisss,jablay anjir mukanya murahan bangetttt najisss,jablay anjir muka murah bangetttt najisss
200,negative," <USERNAME>.alycia iya sist jijik banget gw liatnya sok suci ngatain orang kalo gw sih malulah artis papan atas tapi otak gak di fikir kalo ngomong ,ketauan bngt gada wibawanya kalo emang dia nyadar dia siapa seharusnya dia tau cara berkomentar manusia gada yg ",alycia iya sist jijik banget gw liatnya sok suci ngatain orang kalo gw sih malulah artis papan atas tapi otak gak di fikir kalo ngomong ketauan bngt gada wibawanya kalo emang dia nyadar dia siapa seharusnya dia tau cara berkomentar manusia gada yg,alycia iya sist jijik banget saya liatnya sok suci ngatain orang kalo saya sih malulah artis papan atas tapi otak tidak di fikir kalo ngomong ketauan bngt gada wibawanya kalo emang dia nyadar dia siapa seharusnya dia tau cara berkomentar manusia gada yang,alycia iya sist jijik banget liat sok suci ngatain orang kalo sih malu artis papan atas otak di fikir kalo ngomong tau bngt gada wibawa kalo emang nyadar siapa dia tau cara komentar manusia gada
201,positive,yang sabar yaa.. insya Allah menjadi pembuka pintu syurga dan penghalang api neraka bagi kedua orang tuanya,yang sabar yaa insya allah menjadi pembuka pintu syurga dan penghalang api neraka bagi kedua orang tuanya,yang sabar yaa insya allah menjadi pembuka pintu syurga dan penghalang api neraka bagi kedua orang tuanya,sabar yaa insya allah jadi buka pintu syurga halang api neraka dua orang tua
202,positive,Lagu barunya mbak tata kan kisah nyatanya rumah tangga mbak tata.... jadi rasanya mbak tata bener2 sayang get sama suaminya... syukur kalau baikan.... semoga awet...,lagu barunya mbak tata kan kisah nyatanya rumah tangga mbak tata jadi rasanya mbak tata bener sayang get sama suaminya syukur kalau baikan semoga awet,lagu barunya mbak tata kan kisah nyatanya rumah tangga mbak tata jadi rasanya mbak tata bener sayang get sama suaminya syukur kalau baikan semoga awet,lagu baru mbak tata kan kisah nyata rumah tangga mbak tata jadi rasa mbak tata bener sayang get sama suami syukur kalau baik moga awet
203,positive,"Yg komen kenapa si mbak ini ga sedih malah ketawa2.. ya iyalah klo kita dah disakiti sm pasangan smpe berlarut2 ngapain juga sih kita sedih ampe depresi segala.. serahin sm Allah aja..bawa happy aja mski sakit.. lagian si mba senyum2 di wajahnya tp hatinya mana tau kan... senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk... ada pepatah bilang ,, klo bahagia jgn trllu bahagia, klo sedih juga jgn trllu sedih... diimbangi aja biar ga gila ??????",yg komen kenapa si mbak ini ga sedih malah ketawa ya iyalah klo kita dah disakiti sm pasangan smpe berlarut ngapain juga sih kita sedih ampe depresi segala serahin sm allah aja bawa happy aja mski sakit lagian si mba senyum di wajahnya tp hatinya mana tau kan senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk ada pepatah bilang klo bahagia jgn trllu bahagia klo sedih juga jgn trllu sedih diimbangi aja biar ga gila,yang komen kenapa si mbak ini tidak sedih malah ketawa ya iyalah klo kita dah disakiti sm pasangan smpe berlarut ngapain juga sih kita sedih ampe depresi segala serahin sm allah saja bawa happy saja mski sakit lagian si mba senyum di wajahnya tp hatinya mana tau kan senyumannya bs jd buat menetralisir kondisi hatinya yang lagi terpuruk ada pepatah bilang klo bahagia jgn trllu bahagia klo sedih juga jgn trllu sedih diimbangi saja biar tidak gila,komen si mbak sedih malah ketawa iya klo dah sakit sm pasang smpe larut ngapain sih sedih ampe depresi segala serahin sm allah bawa happy mski sakit lagi si mba senyum wajah tp hati mana tau kan senyum bs jd buat menetralisir kondisi hati lagi puruk pepatah bilang klo bahagia jgn trllu bahagia klo sedih jgn trllu sedih imbang biar tidak gila
204,positive,"Suka banget sama pasangan satu ini. Semoga gigi dan raffi menjadi keluarga sakinnah, mawaddah, warrahmah. Semoga tidak ada pihak2 yang ingin memisahkan mereka. Jodoh sampai maut memisahkan. Amiin",suka banget sama pasangan satu ini semoga gigi dan raffi menjadi keluarga sakinnah mawaddah warrahmah semoga tidak ada pihak yang ingin memisahkan mereka jodoh sampai maut memisahkan amiin,suka banget sama pasangan satu ini semoga gigi dan raffi menjadi keluarga sakinnah mawaddah warrahmah semoga tidak ada pihak yang ingin memisahkan mereka jodoh sampai maut memisahkan amiin,suka banget sama pasang satu moga gigi raffi jadi keluarga sakinnah mawaddah warrahmah moga ada pihak ingin pisah jodoh maut pisah amiin
205,positive,"Jemima kan anak angkat celine, eleeya anak hubungan celine dan dirly. Dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat. Dan wajar kalau stefen lebih pilih celine karna hatinya baik",jemima kan anak angkat celine eleeya anak hubungan celine dan dirly dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat dan wajar kalau stefen lebih pilih celine karna hatinya baik,jemima kan anak angkat celine eleeya anak hubungan celine dan dirly dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat dan wajar kalau stefen lebih pilih celine karna hatinya baik,jemima kan anak angkat celine eleeya anak hubung celine dirly haru saya tau kalau jemima anak panti asuh dia rawat wajar kalau stefen lebih pilih celine karna hati baik
206,positive,Lucu yg blg stefan menghabiskn masa muda wkwk.umurnya mah gak muda mukanya aja yg baby face. Bersyukur.bonus buat celinenya?? lah dlu mantannya begimane. Dibawah umur ude pacran mcam laki bini. Hiks. Selepas tu yakin deh susah mengambil keputusan kaya stefan. Tipical cowo yg tnggung jwabnya tinggi,lucu yg blg stefan menghabiskn masa muda wkwk umurnya mah gak muda mukanya aja yg baby face bersyukur bonus buat celinenya lah dlu mantannya begimane dibawah umur ude pacran mcam laki bini hiks selepas tu yakin deh susah mengambil keputusan kaya stefan tipical cowo yg tnggung jwabnya tinggi,lucu yang blg stefan menghabiskn masa muda wkwk umurnya mah tidak muda mukanya saja yang baby face bersyukur bonus buat celinenya lah dlu mantannya begimane dibawah umur ude pacran mcam laki bini hiks selepas tu yakin deh susah mengambil keputusan kaya stefan tipical cowo yang tnggung jwabnya tinggi,lucu blg stefan menghabiskn masa muda wkwk umur mah muda muka baby face syukur bonus buat celinenya lah dlu mantan begimane bawah umur ude pacran mcam laki bini hiks lepas tu yakin deh susah ambil putus kaya stefan tipical cowo yang tnggung jwabnya tinggi
207,positive,Dan lagi ada yg masih bawa2 keenan ????. raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish. Raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri. Jd menurut gue raisa dan hamish sama2 beruntung bisa menjadi sepasang suami istri. Ga ada tuh gagal move on ???????? so congratz raisa dan hamish. Semoga pernikahannya sakinah mawadah dan warahmah,dan lagi ada yg masih bawa keenan raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri jd menurut gue raisa dan hamish sama beruntung bisa menjadi sepasang suami istri ga ada tuh gagal move on so congratz raisa dan hamish semoga pernikahannya sakinah mawadah dan warahmah,dan lagi ada yang masih bawa keenan raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri jd menurut gue raisa dan hamish sama beruntung bisa menjadi sepasang suami istri tidak ada tuh gagal move on so congratz raisa dan hamish semoga pernikahannya sakinah mawadah dan warahmah,lagi bawa keenan raisa udah paling bahagia ngedapetin suami super ngemong mature kaya hamish raisa cukup dewasa banding wanita umur yang masih mikirin diri sendiri jd gue raisa hamish sama untung jadi pasang suami istri ada tuh gagal move on so congratz raisa hamish moga nikah sakinah mawadah warahmah
208,positive,"Raisa cantik yaaa, meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah, udah cantik, sederhana, sempurna bgt,",raisa cantik yaaa meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah udah cantik sederhana sempurna bgt,raisa cantik yaaa meskipun artis tapi tidak menonjolkan kalo nikah tuh harus mewah udah cantik sederhana sempurna banget,raisa cantik yaaa meski artis tidak tonjol kalo nikah tuh mewah udah cantik sederhana sempurna banget
209,positive,"Karna orang yang syudah cantik, ga perlu dandan heboh utk membuatnya terlihat cantik.. dengan makeup yang simple gitu aja sudah mempesona?????? bikin hamish klepek2",karna orang yang syudah cantik ga perlu dandan heboh utk membuatnya terlihat cantik dengan makeup yang simple gitu aja sudah mempesona bikin hamish klepek,karna orang yang syudah cantik tidak perlu dandan heboh utk membuatnya terlihat cantik dengan makeup yang simple gitu saja sudah mempesona bikin hamish klepek,karna orang syudah cantik perlu dandan heboh utk buat lihat cantik makeup simple gitu sudah pesona bikin hamish klepek
210,positive,Bagus dong.. mencari ilmu kapanpun dimanapun.. itu karena suaminya orang berpendidikan ????????????,bagus dong mencari ilmu kapanpun dimanapun itu karena suaminya orang berpendidikan,bagus dong mencari ilmu kapanpun dimanapun itu karena suaminya orang berpendidikan,bagus dong cari ilmu kapan mana karena suami orang didik
211,positive,Sukak cewe cantik dan kmauan blajarnya tinggi ???,sukak cewe cantik dan kmauan blajarnya tinggi,sukak cewe cantik dan kmauan blajarnya tinggi,sukak cewe cantik kmauan blajarnya tinggi
212,positive,"Yaampun ini artis bener bener good attitude yang layak jadi panutan. Dia kan bisa aja kuliah di luar negri. Tp karna baktinya sama suami , dia pilih kuliah di wilayah dekat suaminya . Salut banget",yaampun ini artis bener bener good attitude yang layak jadi panutan dia kan bisa aja kuliah di luar negri tp karna baktinya sama suami dia pilih kuliah di wilayah dekat suaminya salut banget,yaampun ini artis bener bener good attitude yang layak jadi panutan dia kan bisa saja kuliah di luar negri tp karna baktinya sama suami dia pilih kuliah di wilayah dekat suaminya salut banget,yaampun artis bener bener good attitude layak jadi panutan kan saja kuliah luar negri tp karna bakti sama suami pilih kuliah wilayah dekat suami salut banget
213,positive,"Semangat batman  <USERNAME> kita VA selalu support kamu karna setiap manusia pasti pernah punya kesalahan ???????? ,, dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah 2 tahun yang lalu ????",semangat batman kita va selalu support kamu karna setiap manusia pasti pernah punya kesalahan dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah tahun yang lalu,semangat batman kita va selalu support kamu karna setiap manusia pasti pernah punya kesalahan dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah tahun yang lalu,semangat batman va selalu support kamu karna manusia pernah punya salah buat lain jangan bahas pliis karna udah tahun lalu
214,positive, <USERNAME> y udh .salam knl y mbk seneng bisa knl sm mbk. Sbagai manusia kita saling ingetin.y sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang2 dah jd artis haha..y udh mbk kita cabut ja y dri komen d foto ni nnt kita jd korban dy sel,y udh salam knl y mbk seneng bisa knl sm mbk sbagai manusia kita saling ingetin y sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang dah jd artis haha y udh mbk kita cabut ja y dri komen d foto ni nnt kita jd korban dy sel,y udh salam knl y mbk seneng bisa knl sm mbk sbagai manusia kita saling ingetin y sbagai manusia kita hrs tau diri jgn sombong yang digedein mentang dah jd artis haha y udh mbk kita cabut ja y dri komen d foto ni nnt kita jd korban dy sel,y udh salam knl y mbk neng knl sm mbk sbagai manusia saling ingetin y sbagai manusia hrs tau diri jgn sombong digedein mentang dah jd artis haha y udh mbk cabut ja y dri komen d foto ni nnt jd korban dy sel
215,positive,"keren yaaa, kesederhanaannya terpancar jelas. sukak sm keluarga presiden ini??",keren yaaa kesederhanaannya terpancar jelas sukak sm keluarga presiden ini,keren yaaa kesederhanaannya terpancar jelas sukak sm keluarga presiden ini,keren yaaa sederhana pancar jelas sukak sm keluarga presiden
216,positive,"Seorang presiden tanpa embel"" gelar .. bangga sekali",seorang presiden tanpa embel gelar bangga sekali,seorang presiden tanpa embel gelar bangga sekali,orang presiden embel gelar bangga sekali
217,positive,Proud of you Indonesia. God bless Indonesia,proud of you indonesia god bless indonesia,proud of you indonesia god bless indonesia,proud of you indonesia god bless indonesia
218,positive,Amazing bngt Miss National Costume. Kereenn!! Bangga ama budaya indonesia ????,amazing bngt miss national costume kereenn bangga ama budaya indonesia,amazing bngt miss national costume kereenn bangga ama budaya indonesia,amazing bngt miss national costume kereenn bangga ama budaya indonesia
219,positive,Ikut bangga pastinya ??,ikut bangga pastinya,ikut bangga pastinya,ikut bangga pasti
220,positive,PROUD OF YOU KAK DEA. Sangat patut dibanggakan??,proud of you kak dea sangat patut dibanggakan,proud of you kak dea sangat patut dibanggakan,proud of you kak dea sangat patut bangga
221,positive,Suka bgt sm pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan.salut,suka bgt sm pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan salut,suka banget sm pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan salut,suka banget sm pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan salut
222,positive,aku percaya kak niki orangnya jujur semangat kak niki???? hebat,aku percaya kak niki orangnya jujur semangat kak niki hebat,aku percaya kak niki orangnya jujur semangat kak niki hebat,aku percaya kak nik orang jujur semangat kak nik hebat
223,positive," <USERNAME>.m sama Mba! Gua jg ga bisa benci Nikmir. Salut malah ama dia ga muna! Artis lain maaf image aja di dpan, sok baik, sok teraniaya n jual air mata. Nikita ini real.. sygnya msyarakat kita cendrung yg dilihat apa yg ada di superfisial",m sama mba gua jg ga bisa benci nikmir salut malah ama dia ga muna artis lain maaf image aja di dpan sok baik sok teraniaya n jual air mata nikita ini real sygnya msyarakat kita cendrung yg dilihat apa yg ada di superfisial,m sama mba gua jg tidak bisa benci nikmir salut malah ama dia tidak muna artis lain maaf image saja di dpan sok baik sok teraniaya n jual air mata nikita ini real sygnya msyarakat kita cendrung yang dilihat apa yang ada di superfisial,m sama mba gua jg bisa benci nikmir salut malah ama tidak muna artis maaf image dpan sok baik sok aniaya n jual air mata nikita real sygnya msyarakat cendrung lihat apa ada di superfisial
224,positive,cantik alami tanpa perlu bedak tebel dan gaya bak tante2,cantik alami tanpa perlu bedak tebel dan gaya bak tante,cantik alami tanpa perlu bedak tebel dan gaya bak tante,cantik alami perlu bedak tebel gaya bak tante
225,positive,Cantik dan gagah mudahan lancar dampe hari h,cantik dan gagah mudahan lancar dampe hari h,cantik dan gagah mudahan lancar dampe hari h,cantik gagah mudah lancar dampe hari h
226,positive,"Cantik yang ini dong,penampilannya dewasa yang sesuai. Mukanya cantik Indonesia,classy. Ayu ayu gimana gitu.",cantik yang ini dong penampilannya dewasa yang sesuai mukanya cantik indonesia classy ayu ayu gimana gitu,cantik yang ini dong penampilannya dewasa yang sesuai mukanya cantik indonesia classy ayu ayu gimana gitu,cantik ini dong tampil dewasa sesuai muka cantik indonesia classy ayu ayu gimana gitu
227,positive,"Lcb cantikk sangat??, lcb beruntung dapet duren dan duren pun beuntung dpt neng lcb. Sakina mawaddah warahmah Amin",lcb cantikk sangat lcb beruntung dapet duren dan duren pun beuntung dpt neng lcb sakina mawaddah warahmah amin,lcb cantikk sangat lcb beruntung dapet duren dan duren pun beuntung dpt neng lcb sakina mawaddah warahmah amin,lcb cantikk sangat lcb untung dapet duren duren beuntung dpt neng lcb sakina mawaddah warahmah amin
228,positive,"dia ganteng tidak hanya saat berseragam, tapi ganteng saat menjadi panutan keluarganya.. semoga anak saya memiliki fisik yang elok macam mahluk Allah ni",dia ganteng tidak hanya saat berseragam tapi ganteng saat menjadi panutan keluarganya semoga anak saya memiliki fisik yang elok macam mahluk allah ni,dia ganteng tidak hanya saat berseragam tapi ganteng saat menjadi panutan keluarganya semoga anak saya memiliki fisik yang elok macam mahluk allah ni,ganteng hanya seragam ganteng jadi panutan keluarga moga anak milik fisik elok macam mahluk allah ni
229,positive,"Beruntung banget deh mba  <USERNAME> dapet mas  <USERNAME>. Ganteng,baik,sholeh,sayang keluarga.ini suami idaman banget.semoga selalu menjadi keluarga yang SAMAWA",beruntung banget deh mba dapet mas ganteng baik sholeh sayang keluarga ini suami idaman banget semoga selalu menjadi keluarga yang samawa,beruntung banget deh mba dapet mas ganteng baik sholeh sayang keluarga ini suami idaman banget semoga selalu menjadi keluarga yang samawa,untung banget deh mba dapet mas ganteng baik sholeh sayang keluarga suami idam banget moga selalu jadi keluarga samawa
230,positive,Smoga mas Agus menjadi pemimpin di masa akan datang.salah satu pemimpin yg sukses adalah dia sukses dlm memimpin dlm rumah tangga,smoga mas agus menjadi pemimpin di masa akan datang salah satu pemimpin yg sukses adalah dia sukses dlm memimpin dlm rumah tangga,smoga mas agus menjadi pemimpin di masa akan datang salah satu pemimpin yang sukses adalah dia sukses dlm memimpin dlm rumah tangga,smoga mas agus jadi pimpin masa datang salah satu pimpin sukses dia sukses dlm pimpin dlm rumah tangga
231,positive,"Dear...Bpk  <USERNAME> cra berpakain bpk sangat lah mencerminkan kepribadian bpk yg sngt lembut tpi tetap gagah semoga bpk  <USERNAME>&kel selalu dlm lindungan allah swt, salam hormat dri saya yg selalu mengagumi bpk :-)",dear bpk cra berpakain bpk sangat lah mencerminkan kepribadian bpk yg sngt lembut tpi tetap gagah semoga bpk kel selalu dlm lindungan allah swt salam hormat dri saya yg selalu mengagumi bpk,dear bpk cra berpakain bpk sangat lah mencerminkan kepribadian bpk yang sngt lembut tpi tetap gagah semoga bpk kel selalu dlm lindungan allah swt salam hormat dri saya yang selalu mengagumi bpk,dear bpk cra berpakain bpk sangat lah cermin pribadi bpk sngt lembut tpi tetap gagah moga bpk kel selalu dlm lindung allah swt salam hormat dri yang selalu kagum bpk
232,positive,"Sukses terus kak ayu dan semoga selalu senantiasa dalam naungan Allah SWT, dan sehat selalu amin...",sukses terus kak ayu dan semoga selalu senantiasa dalam naungan allah swt dan sehat selalu amin,sukses terus kak ayu dan semoga selalu senantiasa dalam naungan allah swt dan sehat selalu amin,sukses terus kak ayu moga selalu senantiasa naung allah swt sehat selalu amin
233,positive,"Smg selalu di berikan kesehatan dan panjang umur yah nek ,muda banget cantik dan MashaAllahhh",smg selalu di berikan kesehatan dan panjang umur yah nek muda banget cantik dan mashaallahhh,smg selalu di berikan kesehatan dan panjang umur yah nek muda banget cantik dan mashaallahhh,smg selalu ikan sehat panjang umur yah nek muda banget cantik mashaallahhh
234,positive,Terimakasih Ibu  <USERNAME> serta seluruh keluarga telah memilih Plataran Darmawangsa sebagai tempat acara keluarga Besar. Saya selaku bagian staff di Plataran darmawangsa sangat terkesan dan sangat menunggu kedatangan Ibu dan keluarga di lain waktu. Sehat selalu Ibu dan keluarga. Amin amin ya rabbi,terimakasih ibu serta seluruh keluarga telah memilih plataran darmawangsa sebagai tempat acara keluarga besar saya selaku bagian staff di plataran darmawangsa sangat terkesan dan sangat menunggu kedatangan ibu dan keluarga di lain waktu sehat selalu ibu dan keluarga amin amin ya rabbi,terimakasih ibu serta seluruh keluarga telah memilih plataran darmawangsa sebagai tempat acara keluarga besar saya selaku bagian staff di plataran darmawangsa sangat terkesan dan sangat menunggu kedatangan ibu dan keluarga di lain waktu sehat selalu ibu dan keluarga amin amin ya rabbi,terimakasih ibu seluruh keluarga pilih plataran darmawangsa tempat acara keluarga besar selaku bagi staff plataran darmawangsa sangat kes sangat tunggu datang ibu keluarga lain waktu sehat selalu ibu keluarga amin amin rabbi
235,positive,"Salam Dirgantara! Terima kasih telah mendukung dan menyebarkan awareness terkait program pesawat R80. Semoga momen emas ini menjadi titik awal kebangkitan industri pesawat terbang Indonesia agar kembali berjaya. Bersama Eyang Habibie, yuk kita satukan langkah terbangkan pesawat R80. Caranya? Langsung klik link di bio kami yaaa ????",salam dirgantara terima kasih telah mendukung dan menyebarkan awareness terkait program pesawat r semoga momen emas ini menjadi titik awal kebangkitan industri pesawat terbang indonesia agar kembali berjaya bersama eyang habibie yuk kita satukan langkah terbangkan pesawat r caranya langsung klik link di bio kami yaaa,salam dirgantara terima kasih telah mendukung dan menyebarkan awareness terkait program pesawat r semoga momen emas ini menjadi titik awal kebangkitan industri pesawat terbang indonesia agar kembali berjaya bersama eyang habibie yuk kita satukan langkah terbangkan pesawat r caranya langsung klik link di bio kami yaaa,salam dirgantara terima kasih dukung sebar awareness kait program pesawat r moga momen emas jadi titik awal bangkit industri pesawat terbang indonesia kembali jaya sama eyang habibie yuk satu langkah terbang pesawat r cara langsung klik link bio yaaa
236,positive,"Semangat ya eyang habibie, sehat selalu, selalu dlm lindungan Allah, ambisinya selalu kuat dlm melakukan segala hal. Kereeeennnnn. Semoga bnyk penurus2 bangsa sprti eyang Habibie ????????????????????????",semangat ya eyang habibie sehat selalu selalu dlm lindungan allah ambisinya selalu kuat dlm melakukan segala hal kereeeennnnn semoga bnyk penurus bangsa sprti eyang habibie,semangat ya eyang habibie sehat selalu selalu dlm lindungan allah ambisinya selalu kuat dlm melakukan segala hal kereeeennnnn semoga bnyk penurus bangsa sprti eyang habibie,semangat eyang habibie sehat selalu selalu dlm lindung allah ambisi selalu kuat dlm laku segala kereeeennnnn moga bnyk turus bangsa sprti eyang habibie
237,positive,"Memiliki Cucu2 merupakan kebahagian yg tak ternilai, cucu sbg generasi penerus bangsa...",memiliki cucu merupakan kebahagian yg tak ternilai cucu sbg generasi penerus bangsa,memiliki cucu merupakan kebahagian yang tak ternilai cucu sbg generasi penerus bangsa,milik cucu rupa kebahagian tak nilai cucu sbg generasi terus bangsa
238,positive,Wahhh Kerenn..... dan saat ini tempatnya semakin bagus Ibu. Kapan kapan Bernostalgia di sana lagi bersmaa keluarga ??????,wahhh kerenn dan saat ini tempatnya semakin bagus ibu kapan kapan bernostalgia di sana lagi bersmaa keluarga,wahhh kerenn dan saat ini tempatnya semakin bagus ibu kapan kapan bernostalgia di sana lagi bersmaa keluarga,wahhh kerenn saat tempat makin bagus ibu kapan kapan nostalgia sana bersmaa keluarga
239,positive,Cantik dan ganteng-ganteng. Sehat selalu untuk mereka dan Bu Ani Sekeluarga ????,cantik dan ganteng ganteng sehat selalu untuk mereka dan bu ani sekeluarga,cantik dan ganteng ganteng sehat selalu untuk mereka dan bu ani sekeluarga,cantik ganteng ganteng sehat selalu mereka bu ani keluarga
240,positive,Barakallah dengan cucu2 yg cantik dan ganteng ... semoga menjadi anak yg sholeh dan sholeha ... menjadi kebanggaan kelg...????,barakallah dengan cucu yg cantik dan ganteng semoga menjadi anak yg sholeh dan sholeha menjadi kebanggaan kelg,barakallah dengan cucu yang cantik dan ganteng semoga menjadi anak yang sholeh dan sholeha menjadi kebanggaan kelg,barakallah cucu cantik ganteng moga jadi anak sholeh sholeha jadi bangga kelg
241,positive,Bu  <USERNAME>...cucu bikin hati kita gembira...ngangeni...kadang kangen sama keceriaan mereka...salam kangen buat cucu2 tercinta,bu cucu bikin hati kita gembira ngangeni kadang kangen sama keceriaan mereka salam kangen buat cucu tercinta,bu cucu bikin hati kita gembira ngangeni kadang kangen sama keceriaan mereka salam kangen buat cucu tercinta,bu cucu bikin hati gembira ngangeni kadang kangen sama ceria salam kangen buat cucu cinta
242,positive,"Yang kecil lucu, yang tengah ganteng parah, yang gede pinternya ga ketulungan, salam hormat saya bu, pak",yang kecil lucu yang tengah ganteng parah yang gede pinternya ga ketulungan salam hormat saya bu pak,yang kecil lucu yang tengah ganteng parah yang gede pinternya tidak ketulungan salam hormat saya bu pak,kecil lucu tengah ganteng parah gede pinternya ketulungan salam hormat bu pak
